label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,4096,2048,32000,float16,cuda,mean,False,7.187456130981445,1214546944,0.015943775451959817,0.007427068125948414,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,2048,32000,float16,cuda,mean,False,73.20166778564453,907631616,0.0031889676915958006,0.0009730428032938388,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,2048,32000,float16,cuda,mean,False,81.05779266357422,890198016,0.003188967691819516,0.001354872491346168,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,2048,32000,float16,cuda,mean,False,104.3609619140625,881481728,0.0031889676915660774,0.0018683155900515963,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,2048,32000,float16,cuda,mean,False,19.525632858276367,596597248,0.012871854469343044,0.007494089600564038,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,2048,32000,float16,cuda,mean,False,32.114688873291016,586831872,0.01493381704900961,0.007548575839708719,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,2048,32000,float16,cuda,mean,False,57.9870719909668,581949440,0.013422501158367921,0.007628500278461245,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,2048,32000,float16,cuda,mean,False,13.05292797088623,463766528,0.012871854469343044,0.007494978551130576,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,2048,32000,float16,cuda,mean,False,19.64236831665039,463766528,0.01493381704900961,0.007549422940546763,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,2048,32000,float16,cuda,mean,False,33.500160217285156,463766528,0.013422501158367921,0.0076291672365463884,,
auto_fp32,auto,aspect_ratio:2,float32,4096,2048,32000,float16,cuda,mean,False,19.67206382751465,463766528,0.01493381704900961,0.007549423358858302,,
liger,,,,4096,2048,32000,float16,cuda,mean,False,21.17750358581543,725536768,0.012392868811214697,0.007494475340384034,,
