label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,16384,4096,32000,float16,cuda,mean,False,51.723262786865234,4607837184,0.025457621274336872,0.01371739714917067,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,16384,4096,32000,float16,cuda,mean,False,493.08673095703125,2422834176,0.018040326747232622,0.0011427925913947857,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,16384,4096,32000,float16,cuda,mean,False,509.62432861328125,2274976768,0.018040326747232622,0.0016134836954744217,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,16384,4096,32000,float16,cuda,mean,False,525.1727294921875,2201048064,0.018040326747631334,0.002279791916688996,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,16384,4096,32000,float16,cuda,mean,False,67.80416107177734,1515815424,0.025581355942184913,0.013765191137180718,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,16384,4096,32000,float16,cuda,mean,False,76.06784057617188,1425105408,0.025581355942184913,0.013776315303842603,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,16384,4096,32000,float16,cuda,mean,False,90.48371124267578,1379750400,0.025581355942184913,0.013783717451654406,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,16384,4096,32000,float16,cuda,mean,False,62.37798309326172,1206256640,0.025581355942184913,0.013767555646056506,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,16384,4096,32000,float16,cuda,mean,False,63.81875228881836,1206256640,0.025581355942184913,0.013777903220453231,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,16384,4096,32000,float16,cuda,mean,False,66.77503967285156,1206256640,0.025581355942184913,0.013784699883773545,,
auto_fp32,auto,aspect_ratio:2,float32,16384,4096,32000,float16,cuda,mean,False,63.77062225341797,1206256640,0.025581355942184913,0.013777903357691424,,
liger,,,,16384,4096,32000,float16,cuda,mean,False,63.6828498840332,1728528384,0.02539453972746821,0.01374397772309389,,
