label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,4096,4096,16384,float16,cuda,mean,False,6.618112087249756,721716224,0.009388658787407462,0.00689645300509064,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,16384,float16,cuda,mean,False,66.31014251708984,1040544768,0.004509222216678872,0.000421589592858979,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,16384,float16,cuda,mean,False,68.88345336914062,998597632,0.004509222216678872,0.0005793241592618592,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,16384,float16,cuda,mean,False,75.4892807006836,977624064,0.004509222216678872,0.0008070299111028633,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,16384,float16,cuda,mean,False,10.500096321105957,679834112,0.011389740732488043,0.006922932860169782,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,16384,float16,cuda,mean,False,12.553215980529785,650469888,0.012878553086785474,0.006934376906294582,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,16384,float16,cuda,mean,False,19.60550308227539,635787776,0.011389740732488043,0.0069571162753820194,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,16384,float16,cuda,mean,False,10.674176216125488,520389632,0.011389740732488043,0.006924140761672683,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,16384,float16,cuda,mean,False,10.298368453979492,520389632,0.012878553086785474,0.00693562860698451,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,16384,float16,cuda,mean,False,12.661760330200195,520389632,0.011389740732488043,0.006958321577058146,,
auto_fp32,auto,aspect_ratio:2,float32,4096,4096,16384,float16,cuda,mean,False,11.23737621307373,520389632,0.012878553086785474,0.006935627967281137,,
liger,,,,4096,4096,16384,float16,cuda,mean,False,12.169376373291016,788844544,0.010406132445935636,0.0069088840368947396,,
