label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,32768,4096,4096,bfloat16,cuda,mean,False,13.2608003616333,1393034240,0.0017234293918921254,0.0023871578464899393,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,32768,4096,4096,bfloat16,cuda,mean,False,127.86278533935547,2635235840,0.0016613305991075935,0.0016573726732558383,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,32768,4096,4096,bfloat16,cuda,mean,False,128.3082275390625,1829798400,0.0016613305991075935,0.002030013385012613,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,32768,4096,4096,bfloat16,cuda,mean,False,129.7223663330078,1561297408,0.0016613305991075935,0.0026206226186410563,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,32768,4096,4096,bfloat16,cuda,mean,False,73.72083282470703,2299757056,0.0016618818714490826,0.0016573726732089283,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,32768,4096,4096,bfloat16,cuda,mean,False,73.93177795410156,1494286848,0.0016618818714490826,0.0020300133855279544,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,32768,4096,4096,bfloat16,cuda,mean,False,74.57894134521484,1091551744,0.0016618818714490826,0.002620621630759064,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,32768,4096,4096,bfloat16,cuda,mean,False,22.415359497070312,2232648192,0.0016618818714490826,0.003918622865730305,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,32768,4096,4096,bfloat16,cuda,mean,False,22.648832321166992,1427177984,0.0016618818714490826,0.004085637756914748,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,32768,4096,4096,bfloat16,cuda,mean,False,23.422975540161133,1024442880,0.0016618818714490826,0.004406712961140711,,
auto_fp32,auto,aspect_ratio:2,float32,32768,4096,4096,bfloat16,cuda,mean,False,22.542335510253906,1427177984,0.0016618818714490826,0.0040851886495438,,
liger,,,,32768,4096,4096,bfloat16,cuda,mean,False,13.986495971679688,1158316032,0.0017016280061350553,0.0023719876638643397,,
