label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,4096,4096,65536,float16,cuda,mean,False,26.422271728515625,2734982144,0.01393329579951155,0.006444355485121973,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,4096,65536,float16,cuda,mean,False,296.80743408203125,3443874816,0.004508586911612154,0.001241862681587855,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,4096,65536,float16,cuda,mean,False,315.84564208984375,3408222208,0.004508586910534572,0.0017162026260836385,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,4096,65536,float16,cuda,mean,False,385.13970947265625,3390396416,0.004508586912086559,0.0023668676874409053,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,4096,65536,float16,cuda,mean,False,64.56012725830078,2271566336,0.016964685203289063,0.006542340465955826,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,4096,65536,float16,cuda,mean,False,110.93708801269531,2251642880,0.01738906908697106,0.006565909843168336,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,4096,65536,float16,cuda,mean,False,209.44383239746094,2241681408,0.016964685203289063,0.006581713582866813,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,4096,65536,float16,cuda,mean,False,41.1965446472168,1728349184,0.016964685203289063,0.006542976388434799,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,4096,65536,float16,cuda,mean,False,60.77337646484375,1728349184,0.01738906908697106,0.006566334570184725,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,4096,65536,float16,cuda,mean,False,103.79673767089844,1728349184,0.016964685203289063,0.0065819611773331645,,
auto_fp32,auto,aspect_ratio:2,float32,4096,4096,65536,float16,cuda,mean,False,60.854270935058594,1728349184,0.01738906908697106,0.006566334570184725,,
liger,,,,4096,4096,65536,float16,cuda,mean,False,79.32450866699219,2802110464,0.016051413533720405,0.006521763235164803,,
