label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,65536,1024,32000,bfloat16,cuda,mean,False,68.91622161865234,16994534400,0.0016718029429761041,0.002351169447952594,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,65536,1024,32000,bfloat16,cuda,mean,False,542.9381103515625,1221149184,0.001661580183533857,0.009118419051494773,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,65536,1024,32000,bfloat16,cuda,mean,False,542.8869018554688,1086923264,0.0016615801821307443,0.013741348874241636,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,65536,1024,32000,bfloat16,cuda,mean,False,577.5697631835938,1018237440,0.001661580181989261,0.01830021879814596,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,65536,1024,32000,bfloat16,cuda,mean,False,336.5775451660156,1084834304,0.0028834425806462624,0.009118419051494773,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,65536,1024,32000,bfloat16,cuda,mean,False,339.84820556640625,817439232,0.0028834425806462624,0.013741348874241636,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,65536,1024,32000,bfloat16,cuda,mean,False,363.6459655761719,684790272,0.0016620919610626068,0.01830021879814596,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,65536,1024,32000,bfloat16,cuda,mean,False,108.66278076171875,952713728,0.0028834425806462624,0.009651287883731118,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,65536,1024,32000,bfloat16,cuda,mean,False,115.49388885498047,685318656,0.0028834425806462624,0.014214840113379505,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,65536,1024,32000,bfloat16,cuda,mean,False,128.11672973632812,616825856,0.0016620919610626068,0.018665310269862352,,
auto_fp32,auto,aspect_ratio:2,float32,65536,1024,32000,bfloat16,cuda,mean,False,115.2143325805664,685318656,0.0028834425806462624,0.014214826393993985,,
liger,,,,65536,1024,32000,bfloat16,cuda,mean,False,75.31705474853516,747175936,0.002351461839542154,0.00953633454412929,,
