label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,4096,8192,32000,float16,cuda,mean,False,24.778751373291016,1724154880,0.010268262953162043,0.006907778353072705,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,8192,32000,float16,cuda,mean,False,247.7823944091797,3595924480,0.006378996241563398,0.0005030631500330118,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,8192,32000,float16,cuda,mean,False,260.70220947265625,3513607168,0.00637899624459739,0.0006973120196895782,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,8192,32000,float16,cuda,mean,False,276.3366394042969,3472448512,0.006378996241563398,0.0009726221104874966,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,8192,32000,float16,cuda,mean,False,37.27872085571289,2364371456,0.014446508544613781,0.006947072014945552,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,8192,32000,float16,cuda,mean,False,43.95315170288086,2306433536,0.015013842505118962,0.006963739155491152,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,8192,32000,float16,cuda,mean,False,61.060096740722656,2277464576,0.01534791453286031,0.006995422740180506,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,8192,32000,float16,cuda,mean,False,31.34566307067871,1791263744,0.014446508544613781,0.006948078238279904,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,8192,32000,float16,cuda,mean,False,32.29286575317383,1791263744,0.015013842505118962,0.006964745406386772,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,8192,32000,float16,cuda,mean,False,38.49216079711914,1791263744,0.01534791453286031,0.006996420626893799,,
auto_fp32,auto,aspect_ratio:2,float32,4096,8192,32000,float16,cuda,mean,False,32.2949104309082,1791263744,0.015013842505118962,0.006964745733253981,,
liger,,,,4096,8192,32000,float16,cuda,mean,False,38.36284637451172,2838286336,0.013053640873550713,0.00692467626941854,,
