label,acc_policy,chunking_method,acc_dtype,num_tokens,in_features,num_classes,dtype,device_type,reduction,allow_retain_graph,time_ms,memory_peak_bytes,grad_input_error,grad_linear_weight_error,error,timing_error
reference,,,,4096,1024,32000,bfloat16,cuda,mean,False,5.082111835479736,1139573760,0.0029243593256609948,0.0016334718544464683,,
accurate_aspect_ratio_fp32,accurate,aspect_ratio,float32,4096,1024,32000,bfloat16,cuda,mean,False,45.683712005615234,463558144,0.0016610952032064651,0.003095205921707734,,
accurate_aspect_ratio:2_fp32,accurate,aspect_ratio:2,float32,4096,1024,32000,bfloat16,cuda,mean,False,58.459136962890625,454645248,0.001661095203162345,0.0032421339834365027,,
accurate_aspect_ratio:4_fp32,accurate,aspect_ratio:4,float32,4096,1024,32000,bfloat16,cuda,mean,False,81.22470092773438,450221568,0.0016610952031902374,0.0033408635130780387,,
balanced_aspect_ratio_fp32,balanced,aspect_ratio,float32,4096,1024,32000,bfloat16,cuda,mean,False,31.547391891479492,330520064,0.0016612980983242238,0.003095205921707734,,
balanced_aspect_ratio:2_fp32,balanced,aspect_ratio:2,float32,4096,1024,32000,bfloat16,cuda,mean,False,45.74720001220703,314037760,0.0016613029465396077,0.0032421339834365027,,
balanced_aspect_ratio:4_fp32,balanced,aspect_ratio:4,float32,4096,1024,32000,bfloat16,cuda,mean,False,71.79776000976562,305518080,0.0016613262939182362,0.0033408635130780387,,
compact_aspect_ratio_fp32,compact,aspect_ratio,float32,4096,1024,32000,bfloat16,cuda,mean,False,13.764608383178711,238978048,0.0016612980983242238,0.0031117733280398635,,
compact_aspect_ratio:2_fp32,compact,aspect_ratio:2,float32,4096,1024,32000,bfloat16,cuda,mean,False,24.89651107788086,238846976,0.0016613029465396077,0.003253956379907978,,
compact_aspect_ratio:4_fp32,compact,aspect_ratio:4,float32,4096,1024,32000,bfloat16,cuda,mean,False,49.22777557373047,238945280,0.0016613262939182362,0.0033487259632589824,,
auto_fp32,auto,aspect_ratio:2,float32,4096,1024,32000,bfloat16,cuda,mean,False,24.637439727783203,238846976,0.0016613029465396077,0.0032539760359582594,,
